0.000;2.500
0.100;2.055
0.200;1.590
0.300;1.109
0.400;0.616
0.500;0.118
0.600;-0.382
0.700;-0.877
0.800;-1.364
0.900;-1.838
1.000;-2.293
1.100;-2.725
1.200;-3.130
1.300;-3.504
1.400;-3.842
1.500;-4.142
1.600;-4.401
1.700;-4.616
1.800;-4.785
1.900;-4.906
2.000;-4.978
2.100;-5.000
2.200;-4.972
2.300;-4.895
2.400;-4.768
2.500;-4.594
2.600;-4.374
2.700;-4.111
2.800;-3.806
2.900;-3.463
3.000;-3.086
3.100;-2.678
3.200;-2.243
3.300;-1.786
3.400;-1.310
3.500;-0.822
3.600;-0.326
3.700;0.174
3.800;0.672
3.900;1.163
4.000;1.643
4.100;2.106
4.200;2.548
4.300;2.965
4.400;3.352
4.500;3.706
4.600;4.022
4.700;4.299
4.800;4.532
4.900;4.720
5.000;4.861
5.100;4.954
5.200;4.997
5.300;4.990
5.400;4.933
5.500;4.827
5.600;4.672
5.700;4.471
5.800;4.226
5.900;3.938
6.000;3.610
6.100;3.247
6.200;2.851
6.300;2.427
6.400;1.978
6.500;1.510
6.600;1.027
6.700;0.533
6.800;0.034
6.900;-0.465
7.000;-0.960
7.100;-1.445
7.200;-1.916
7.300;-2.367
7.400;-2.795
7.500;-3.195
7.600;-3.563
7.700;-3.895
7.800;-4.189
7.900;-4.441
8.000;-4.648
8.100;-4.809
8.200;-4.921
8.300;-4.985
8.400;-4.999
8.500;-4.963
8.600;-4.877
8.700;-4.742
8.800;-4.560
8.900;-4.333
9.000;-4.062
9.100;-3.751
9.200;-3.402
9.300;-3.019
9.400;-2.607
9.500;-2.168
9.600;-1.707
9.700;-1.229
9.800;-0.739
9.900;-0.242
10.000;0.258
10.100;0.755
10.200;1.245
10.300;1.722
10.400;2.182
10.500;2.620
10.600;3.032
10.700;3.414
10.800;3.762
10.900;4.072
11.000;4.341
11.100;4.567
11.200;4.747
11.300;4.880
11.400;4.965
11.500;4.999
11.600;4.984
11.700;4.918
11.800;4.804
11.900;4.642
12.000;4.433
12.100;4.180
12.200;3.885
12.300;3.552
12.400;3.183
12.500;2.782
12.600;2.353
12.700;1.901
12.800;1.430
12.900;0.944
13.000;0.449
13.100;-0.050
13.200;-0.549
13.300;-1.042
13.400;-1.525
13.500;-1.993
13.600;-2.441
13.700;-2.864
13.800;-3.259
13.900;-3.622
14.000;-3.948
14.100;-4.234
14.200;-4.479
14.300;-4.678
14.400;-4.831
14.500;-4.936
14.600;-4.991
14.700;-4.996
14.800;-4.952
14.900;-4.858
15.000;-4.715
15.100;-4.525
15.200;-4.291
15.300;-4.013
15.400;-3.695
15.500;-3.340
15.600;-2.952
15.700;-2.534
15.800;-2.091
15.900;-1.628
16.000;-1.147
16.100;-0.656
16.200;-0.158
16.300;0.342
16.400;0.838
16.500;1.326
16.600;1.801
16.700;2.257
16.800;2.692
16.900;3.099
17.000;3.475
17.100;3.817
17.200;4.120
17.300;4.382
17.400;4.601
17.500;4.773
17.600;4.898
17.700;4.974
17.800;5.000
17.900;4.976
18.000;4.903
18.100;4.780
18.200;4.610
18.300;4.394
18.400;4.133
18.500;3.832
18.600;3.492
18.700;3.117
18.800;2.711
18.900;2.278
19.000;1.823
19.100;1.349
19.200;0.861
19.300;0.365
19.400;-0.134
19.500;-0.633
19.600;-1.125
19.700;-1.605
19.800;-2.070
19.900;-2.514
20.000;-2.933
20.100;-3.323
20.200;-3.679
20.300;-3.999
20.400;-4.278
20.500;-4.515
20.600;-4.707
20.700;-4.852
20.800;-4.948
20.900;-4.995
21.000;-4.992
21.100;-4.939
21.200;-4.837
21.300;-4.686
21.400;-4.489
21.500;-4.247
21.600;-3.962
21.700;-3.638
21.800;-3.277
21.900;-2.884
22.000;-2.462
22.100;-2.015
22.200;-1.548
22.300;-1.066
22.400;-0.572
22.500;-0.074
22.600;0.426
22.700;0.921
22.800;1.407
22.900;1.879
23.000;2.332
23.100;2.762
23.200;3.164
23.300;3.535
23.400;3.870
23.500;4.167
23.600;4.422
23.700;4.633
23.800;4.798
23.900;4.914
24.000;4.982
24.100;4.999
24.200;4.967
24.300;4.885
24.400;4.755
24.500;4.577
24.600;4.353
24.700;4.085
24.800;3.777
24.900;3.431
25.000;3.051
25.100;2.640
25.200;2.203
25.300;1.744
25.400;1.268
25.500;0.779
25.600;0.282
25.700;-0.218
25.800;-0.716
25.900;-1.206
26.000;-1.685
26.100;-2.146
26.200;-2.586
26.300;-3.001
26.400;-3.385
26.500;-3.735
26.600;-4.049
26.700;-4.321
26.800;-4.551
26.900;-4.735
27.000;-4.872
27.100;-4.960
27.200;-4.998
27.300;-4.987
27.400;-4.925
27.500;-4.815
27.600;-4.656
27.700;-4.451
27.800;-4.202
27.900;-3.910
28.000;-3.580
28.100;-3.213
28.200;-2.815
28.300;-2.388
28.400;-1.938
28.500;-1.468
28.600;-0.983
28.700;-0.489
28.800;0.010
28.900;0.509
29.000;1.003
29.100;1.487
29.200;1.957
29.300;2.406
29.400;2.832
29.500;3.229
29.600;3.594
29.700;3.923
29.800;4.213
29.900;4.461
30.000;4.664
30.100;4.821
30.200;4.929
30.300;4.988
30.400;4.998
30.500;4.957
30.600;4.867
30.700;4.728
30.800;4.542
30.900;4.311
31.000;4.036
31.100;3.722
31.200;3.370
31.300;2.984
31.400;2.569
31.500;2.128
31.600;1.665
31.700;1.186
31.800;0.695
31.900;0.198
32.000;-0.302
32.100;-0.799
32.200;-1.288
32.300;-1.764
32.400;-2.222
32.500;-2.658
32.600;-3.067
32.700;-3.446
32.800;-3.791
32.900;-4.097
33.000;-4.363
33.100;-4.585
33.200;-4.761
33.300;-4.890
33.400;-4.970
33.500;-5.000
33.600;-4.980
33.700;-4.910
33.800;-4.792
33.900;-4.625
34.000;-4.412
34.100;-4.156
34.200;-3.857
34.300;-3.520
34.400;-3.148
34.500;-2.745
34.600;-2.314
34.700;-1.860
34.800;-1.387
34.900;-0.901
35.000;-0.405
35.100;0.094
35.200;0.593
35.300;1.086
35.400;1.568
35.500;2.034
35.600;2.480
35.700;2.901
35.800;3.293
35.900;3.652
36.000;3.975
36.100;4.258
36.200;4.498
36.300;4.694
36.400;4.842
36.500;4.942
36.600;4.993
36.700;4.994
36.800;4.945
36.900;4.847
37.000;4.700
37.100;4.506
37.200;4.268
37.300;3.986
37.400;3.665
37.500;3.307
37.600;2.916
37.700;2.496
37.800;2.051
37.900;1.586
38.000;1.104
38.100;0.612
