38.200;0.114
38.300;-0.386
38.400;-0.882
38.500;-1.369
38.600;-1.842
38.700;-2.297
38.800;-2.729
38.900;-3.133
39.000;-3.507
39.100;-3.845
39.200;-4.145
39.300;-4.403
39.400;-4.618
39.500;-4.786
39.600;-4.907
39.700;-4.978
39.800;-5.000
39.900;-4.972
40.000;-4.894
40.100;-4.767
40.200;-4.593
40.300;-4.372
40.400;-4.108
40.500;-3.803
40.600;-3.460
40.700;-3.083
40.800;-2.674
40.900;-2.239
41.000;-1.781
41.100;-1.306
41.200;-0.818
41.300;-0.321
41.400;0.178
41.500;0.676
41.600;1.168
41.700;1.647
41.800;2.110
41.900;2.552
42.000;2.969
42.100;3.356
42.200;3.709
42.300;4.025
42.400;4.301
42.500;4.534
42.600;4.722
42.700;4.862
42.800;4.954
42.900;4.997
43.000;4.989
43.100;4.932
43.200;4.826
43.300;4.671
43.400;4.469
43.500;4.223
43.600;3.935
43.700;3.607
43.800;3.244
43.900;2.847
44.000;2.423
44.100;1.974
44.200;1.506
44.300;1.022
44.400;0.528
44.500;0.029
44.600;-0.470
44.700;-0.964
44.800;-1.449
44.900;-1.920
45.000;-2.371
45.100;-2.799
45.200;-3.198
45.300;-3.566
45.400;-3.898
45.500;-4.191
45.600;-4.443
45.700;-4.649
45.800;-4.810
45.900;-4.922
46.000;-4.985
46.100;-4.999
46.200;-4.962
46.300;-4.876
46.400;-4.741
46.500;-4.559
46.600;-4.331
46.700;-4.060
46.800;-3.748
46.900;-3.399
47.000;-3.016
47.100;-2.603
47.200;-2.164
47.300;-1.703
47.400;-1.225
47.500;-0.735
47.600;-0.237
47.700;0.262
47.800;0.760
47.900;1.249
48.000;1.726
48.100;2.186
48.200;2.624
48.300;3.036
48.400;3.417
48.500;3.765
48.600;4.074
48.700;4.343
48.800;4.569
48.900;4.749
49.000;4.881
49.100;4.965
49.200;4.999
49.300;4.983
49.400;4.918
49.500;4.803
49.600;4.640
49.700;4.431
49.800;4.178
49.900;3.882
