35.000,110.000
35.100,110.300
35.200,110.600
35.300,110.900
35.400,111.200
35.500,111.500
35.600,111.800
35.700,112.100
35.800,112.400
35.900,112.700
36.000,113.000
36.100,113.300
36.200,113.600
36.300,113.900
36.400,114.200
36.500,114.500
36.600,114.800
36.700,115.100
36.800,115.400
36.900,115.700
37.000,116.000
37.100,116.300
37.200,116.600
37.300,116.900
37.400,117.200
37.500,117.500
37.600,117.800
37.700,118.100
37.800,118.400
37.900,118.700
38.000,119.000
38.100,119.300
38.200,119.600
38.300,119.900
38.400,120.200
38.500,120.500
38.600,120.800
38.700,121.100
38.800,121.400
38.900,121.700
39.000,122.000
39.100,122.300
39.200,122.600
39.300,122.900
39.400,123.200
39.500,123.500
39.600,123.800
39.700,124.100
39.800,124.400
39.900,124.700
40.000,125.000
40.100,125.300
40.200,125.600
40.300,125.900
40.400,126.200
40.500,126.500
40.600,126.800
40.700,127.100
40.800,127.400
40.900,127.700
41.000,128.000
41.100,128.300
41.200,128.600
41.300,128.900
41.400,129.200
41.500,129.500
41.600,129.800
41.700,130.100
41.800,130.400
41.900,130.700
42.000,131.000
42.100,131.300
42.200,131.600
42.300,131.900
42.400,132.200
42.500,132.500
42.600,132.800
42.700,133.100
42.800,133.400
42.900,133.700
43.000,134.000
43.100,134.300
43.200,134.600
43.300,134.900
43.400,135.200
43.500,135.500
43.600,135.800
43.700,136.100
43.800,136.400
43.900,136.700
44.000,137.000
44.100,137.300
44.200,137.600
44.300,137.900
44.400,138.200
44.500,138.500
44.600,138.800
44.700,139.100
44.800,139.400
44.900,139.700
45.000,140.000
45.100,140.300
45.200,140.600
45.300,140.900
45.400,141.200
45.500,141.500
45.600,141.800
45.700,142.100
45.800,142.400
45.900,142.700
46.000,143.000
46.100,143.300
46.200,143.600
46.300,143.900
46.400,144.200
46.500,144.500
46.600,144.800
46.700,145.100
46.800,145.400
46.900,145.700
47.000,146.000
47.100,146.300
47.200,146.600
47.300,146.900
47.400,147.200
47.500,147.500
47.600,147.800
47.700,148.100
47.800,148.400
47.900,148.700
48.000,149.000
48.100,149.300
48.200,149.600
48.300,149.900
48.400,150.200
48.500,150.500
48.600,150.800
48.700,151.100
48.800,151.400
48.900,151.700
49.000,152.000
49.100,152.300
49.200,152.600
49.300,152.900
49.400,153.200
49.500,153.500
49.600,153.800
49.700,154.100
49.800,154.400
49.900,154.700
