0.000;4.330
0.100;4.558
0.200;4.740
0.300;4.876
0.400;4.962
0.500;4.999
0.600;4.985
0.700;4.922
0.800;4.810
0.900;4.650
1.000;4.443
1.100;4.192
1.200;3.899
1.300;3.567
1.400;3.200
1.500;2.800
1.600;2.372
1.700;1.921
1.800;1.451
1.900;0.966
2.000;0.471
2.100;-0.028
2.200;-0.527
2.300;-1.021
2.400;-1.504
2.500;-1.973
2.600;-2.422
2.700;-2.846
2.800;-3.242
2.900;-3.606
3.000;-3.934
3.100;-4.222
3.200;-4.469
3.300;-4.670
3.400;-4.825
3.500;-4.932
3.600;-4.989
3.700;-4.997
3.800;-4.955
3.900;-4.863
4.000;-4.722
4.100;-4.535
4.200;-4.302
4.300;-4.026
4.400;-3.710
4.500;-3.357
4.600;-2.970
4.700;-2.553
4.800;-2.112
4.900;-1.649
5.000;-1.169
5.100;-0.678
5.200;-0.180
5.300;0.320
5.400;0.816
5.500;1.305
5.600;1.780
5.700;2.238
5.800;2.673
5.900;3.081
6.000;3.459
6.100;3.802
6.200;4.107
6.300;4.372
6.400;4.592
6.500;4.767
6.600;4.893
6.700;4.972
6.800;5.000
6.900;4.978
7.000;4.907
7.100;4.787
7.200;4.618
7.300;4.404
7.400;4.146
7.500;3.846
7.600;3.508
7.700;3.135
7.800;2.730
7.900;2.298
8.000;1.843
8.100;1.370
8.200;0.883
8.300;0.388
8.400;-0.112
8.500;-0.611
8.600;-1.103
8.700;-1.584
8.800;-2.050
8.900;-2.495
9.000;-2.915
9.100;-3.306
9.200;-3.664
9.300;-3.985
9.400;-4.267
9.500;-4.506
9.600;-4.700
9.700;-4.847
9.800;-4.945
9.900;-4.994
10.000;-4.993
10.100;-4.943
10.200;-4.843
10.300;-4.694
10.400;-4.499
10.500;-4.258
10.600;-3.976
10.700;-3.653
10.800;-3.294
10.900;-2.902
11.000;-2.481
11.100;-2.035
11.200;-1.569
11.300;-1.087
11.400;-0.594
11.500;-0.096
11.600;0.404
11.700;0.899
11.800;1.386
11.900;1.858
12.000;2.313
12.100;2.744
12.200;3.147
12.300;3.519
12.400;3.856
12.500;4.155
12.600;4.412
12.700;4.625
12.800;4.791
12.900;4.910
13.000;4.980
13.100;5.000
13.200;4.970
13.300;4.890
13.400;4.762
13.500;4.586
13.600;4.364
13.700;4.098
13.800;3.792
13.900;3.447
14.000;3.069
14.100;2.659
14.200;2.223
14.300;1.765
14.400;1.289
14.500;0.800
14.600;0.304
14.700;-0.196
14.800;-0.694
14.900;-1.185
15.000;-1.664
15.100;-2.126
15.200;-2.567
15.300;-2.983
15.400;-3.369
15.500;-3.721
15.600;-4.036
15.700;-4.310
15.800;-4.542
15.900;-4.728
16.000;-4.867
16.100;-4.957
16.200;-4.998
16.300;-4.988
16.400;-4.929
16.500;-4.821
16.600;-4.664
16.700;-4.461
16.800;-4.214
16.900;-3.924
17.000;-3.595
17.100;-3.230
17.200;-2.833
17.300;-2.407
17.400;-1.958
17.500;-1.489
17.600;-1.005
17.700;-0.511
17.800;-0.012
17.900;0.487
18.000;0.982
18.100;1.466
18.200;1.936
18.300;2.387
18.400;2.813
18.500;3.212
18.600;3.579
18.700;3.909
18.800;4.201
18.900;4.451
19.000;4.656
19.100;4.815
19.200;4.925
19.300;4.987
19.400;4.998
19.500;4.960
19.600;4.872
19.700;4.735
19.800;4.551
19.900;4.322
20.000;4.049
20.100;3.736
20.200;3.386
20.300;3.002
20.400;2.588
20.500;2.148
20.600;1.686
20.700;1.208
20.800;0.717
20.900;0.220
21.000;-0.280
21.100;-0.777
21.200;-1.266
21.300;-1.743
21.400;-2.202
21.500;-2.639
21.600;-3.050
21.700;-3.430
21.800;-3.776
21.900;-4.085
22.000;-4.352
22.100;-4.576
22.200;-4.754
22.300;-4.885
22.400;-4.967
22.500;-4.999
22.600;-4.982
22.700;-4.914
22.800;-4.798
22.900;-4.634
23.000;-4.423
23.100;-4.168
23.200;-3.871
23.300;-3.536
23.400;-3.165
23.500;-2.763
23.600;-2.333
23.700;-1.880
23.800;-1.408
23.900;-0.922
24.000;-0.427
24.100;0.072
24.200;0.571
24.300;1.064
24.400;1.546
24.500;2.013
24.600;2.460
24.700;2.883
24.800;3.276
24.900;3.637
25.000;3.961
25.100;4.246
25.200;4.488
25.300;4.686
25.400;4.837
25.500;4.939
25.600;4.992
25.700;4.995
25.800;4.948
25.900;4.852
26.000;4.708
26.100;4.516
26.200;4.279
26.300;4.000
26.400;3.680
26.500;3.324
26.600;2.934
26.700;2.515
26.800;2.071
26.900;1.607
27.000;1.126
27.100;0.634
27.200;0.136
27.300;-0.364
27.400;-0.860
27.500;-1.347
27.600;-1.821
27.700;-2.277
27.800;-2.710
27.900;-3.116
28.000;-3.491
28.100;-3.831
28.200;-4.133
28.300;-4.393
28.400;-4.609
28.500;-4.780
28.600;-4.902
28.700;-4.976
28.800;-5.000
28.900;-4.974
29.000;-4.898
29.100;-4.774
29.200;-4.601
29.300;-4.383
29.400;-4.121
29.500;-3.818
29.600;-3.476
29.700;-3.100
29.800;-2.693
29.900;-2.259
30.000;-1.802
30.100;-1.328
30.200;-0.840
30.300;-0.343
30.400;0.156
30.500;0.654
30.600;1.146
30.700;1.626
30.800;2.090
30.900;2.533
31.000;2.951
31.100;3.339
31.200;3.694
31.300;4.012
31.400;4.290
31.500;4.525
31.600;4.715
31.700;4.857
31.800;4.951
31.900;4.996
32.000;4.991
32.100;4.936
32.200;4.831
32.300;4.679
32.400;4.479
32.500;4.235
32.600;3.949
32.700;3.623
32.800;3.260
32.900;2.866
33.000;2.442
33.100;1.995
33.200;1.527
33.300;1.044
33.400;0.550
33.500;0.052
33.600;-0.448
33.700;-0.943
33.800;-1.428
33.900;-1.899
34.000;-2.352
34.100;-2.780
34.200;-3.181
34.300;-3.551
34.400;-3.884
34.500;-4.179
34.600;-4.432
34.700;-4.641
34.800;-4.804
34.900;-4.918
35.000;-4.984
35.100;-4.999
35.200;-4.965
35.300;-4.881
35.400;-4.748
35.500;-4.568
35.600;-4.342
35.700;-4.073
35.800;-3.763
35.900;-3.415
36.000;-3.034
36.100;-2.622
36.200;-2.183
36.300;-1.723
36.400;-1.246
36.500;-0.757
36.600;-0.259
36.700;0.240
36.800;0.738
36.900;1.228
37.000;1.705
37.100;2.166
37.200;2.605
37.300;3.018
37.400;3.401
37.500;3.750
37.600;4.062
37.700;4.332
37.800;4.560
37.900;4.742
38.000;4.877
38.100;4.962
38.200;4.999
38.300;4.985
38.400;4.922
38.500;4.809
38.600;4.648
38.700;4.441
38.800;4.190
38.900;3.896
39.000;3.564
39.100;3.196
39.200;2.796
39.300;2.369
39.400;1.917
39.500;1.447
39.600;0.962
39.700;0.467
39.800;-0.032
39.900;-0.531
40.000;-1.025
40.100;-1.509
40.200;-1.977
40.300;-2.426
40.400;-2.850
40.500;-3.246
40.600;-3.609
40.700;-3.937
40.800;-4.225
40.900;-4.471
41.000;-4.672
41.100;-4.826
41.200;-4.933
41.300;-4.990
41.400;-4.997
41.500;-4.954
41.600;-4.862
41.700;-4.721
41.800;-4.533
41.900;-4.300
42.000;-4.023
42.100;-3.707
42.200;-3.353
42.300;-2.966
42.400;-2.550
42.500;-2.108
42.600;-1.644
42.700;-1.165
42.800;-0.673
42.900;-0.175
43.000;0.324
43.100;0.821
43.200;1.309
43.300;1.784
43.400;2.242
43.500;2.677
43.600;3.085
43.700;3.462
43.800;3.805
43.900;4.110
44.000;4.374
44.100;4.594
44.200;4.768
44.300;4.894
44.400;4.972
44.500;5.000
44.600;4.978
44.700;4.906
44.800;4.785
44.900;4.617
45.000;4.402
45.100;4.143
45.200;3.843
45.300;3.505
45.400;3.131
45.500;2.726
45.600;2.294
45.700;1.839
45.800;1.366
45.900;0.879
46.000;0.383
46.100;-0.117
46.200;-0.615
46.300;-1.107
46.400;-1.589
46.500;-2.054
46.600;-2.499
46.700;-2.919
46.800;-3.309
46.900;-3.667
47.000;-3.988
47.100;-4.269
47.200;-4.508
47.300;-4.701
47.400;-4.848
47.500;-4.946
47.600;-4.994
47.700;-4.993
47.800;-4.942
47.900;-4.841
48.000;-4.693
48.100;-4.497
48.200;-4.256
48.300;-3.973
48.400;-3.650
48.500;-3.290
48.600;-2.898
48.700;-2.477
48.800;-2.031
48.900;-1.565
49.000;-1.083
49.100;-0.590
49.200;-0.091
49.300;0.408
49.400;0.904
49.500;1.390
49.600;1.863
49.700;2.316
49.800;2.747
49.900;3.151
